"SN","Paper Title","DOI","Authors","Author Regions","Affiliations","Year","Domain","Focus Region","Source","ORC ID"
"619","Does AI-Assisted Fact-Checking Disproportionately Benefit Majority Groups Online?","https://doi.org/10.1145/3593013.3594013","Terrence S. Neumann; Nicholas Wolczynski","USA; USA","The University of Texas at Austin; The University of Texas at Austin","2023","General Fairness & Bias Mitigation","","FAccT","0000-0001-5662-6705; 0000-0003-4502-3452"
"620","Diverse Perspectives Can Mitigate Political Bias in Crowdsourced Content Moderation","https://doi.org/10.1145/3593013.3594080","Jacob Thebault-Spieker; Sukrit Venkatagiri; Naomi Mine; Kurt Luther","USA; USA; USA; USA","University of Wisconsin–Madison; University of Washington; University of Wisconsin–Madison; Virginia Tech","2023","General Fairness & Bias Mitigation","","FAccT","0000-0003-1569-4466; 0000-0002-3888-7693; 0009-0003-7787-5251; 0000-0003-1809-6269"
"621","Preventing Discriminatory Decision-Making in Evolving Data Streams","https://doi.org/10.1145/3593013.3593984","Zichong Wang; Nripsuta Ani Saxena; Tongjia Yu; Sneha Karki; Tyler Zetty; Israat Haque; Shan Zhou; Dukka B. KC; Ian Stockwell; Xuyu Wang; Albert Bifet; Wenbin Zhang","USA; USA; USA; USA; USA; Canada; USA; USA; USA; USA; New Zealand; USA","Michigan Technological University; University of Southern California; Columbia University; Michigan Technological University; Michigan Technological University; Dalhousie University; Michigan Technological University; Michigan Technological University; University System of Maryland; Florida International University; University of Waikato; Michigan Technological University","2023","General Fairness & Bias Mitigation","","FAccT","0000-0001-6091-6609; 0009-0004-1121-5426; 0009-0003-4667-8132; 0009-0002-8645-7265; 0009-0000-1101-991X; 0000-0003-4450-3358; 0000-0002-1591-5065; 0000-0001-7443-1928; 0000-0002-3995-339X; 0000-0002-4759-8674; 0000-0002-8339-7773; 0000-0003-3024-5415"
"622","Fairer Together: Mitigating Disparate Exposure in Kemeny Rank Aggregation","https://doi.org/10.1145/3593013.3594085","Kathleen Cachel; Elke A. Rundensteiner","USA; USA","Worcester Polytechnic Institute; Worcester Polytechnic Institute","2023","General Fairness & Bias Mitigation","","FAccT","0000-0002-1260-0914; 0000-0001-5375-9254"
"623","Detecting Disparities in Police Deployments Using Dashcam Data","https://doi.org/10.1145/3593013.3594020","Matt Franchi; J.D. Zamfirescu-Pereira; Wendy Ju; Emma Pierson","USA; USA; USA; USA","Cornell University; University of California, Berkeley; Cornell University; Cornell University","2023","General Fairness & Bias Mitigation","","FAccT","; 0000-0002-5310-6728; 0000-0002-3119-611X; 0000-0002-6149-5567"
"624","Cross-Institutional Transfer Learning for Educational Models: Implications for Model Performance, Fairness, and Equity","https://doi.org/10.1145/3593013.3594107","Joshua Gardner; Renzhe Yu; Quan Nguyen; Christopher Brooks; René F. Kizilcec","USA; USA; Canada; USA; USA","University of Washington; Columbia University; University of British Columbia; University of Michigan; Cornell University","2023","General Fairness & Bias Mitigation","","FAccT","0000-0002-4998-5918; 0000-0002-2375-3537; 0000-0001-8937-5121; 0000-0003-0875-0204; 0000-0001-6283-5546"
"625","Bias Against 93 Stigmatized Groups in Masked Language Models and Downstream Sentiment Classification Tasks","https://doi.org/10.1145/3593013.3594109","K. Mei; Sonia Fereidooni; Aylin Caliskan","USA; USA; USA","University of Washington; University of Washington; University of Washington","2023","LLMs & NLP","","FAccT","0009-0004-9685-3936; 0009-0008-4522-8953; 0000-0001-7154-8629"
"626","Contrastive Language-Vision AI Models Pretrained on Web-Scraped Multimodal Data Exhibit Sexual Objectification Bias","https://doi.org/10.1145/3593013.3594072","Robert Wolfe; Yiwei Yang; Bill Howe; Aylin Caliskan","USA; USA; USA; USA","University of Washington; University of Washington; University of Washington; University of Washington","2023","LLMs & NLP","","FAccT","0000-0001-7133-695X; 0009-0008-0136-6465; 0000-0001-8588-8472; 0000-0001-7154-8629"
"627","""I Wouldn't Say Offensive but..."": Disability-Centered Perspectives on Large Language Models","https://doi.org/10.1145/3593013.3593989","Vinitha Gadiraju; Shaun K. Kane; Sunipa Dev; Alex Taylor; Ding Wang; Emily Denton; Robin Brewer","USA; USA; USA; United Kingdom; USA; USA; USA","University of Colorado Boulder; Google (United States); Google (United States); City, University of London; Google (United States); Google (United States); University of Michigan","2023","LLMs & NLP","","FAccT","0009-0008-9315-280X; 0000-0002-0276-9417; 0000-0002-6647-9662; 0000-0001-6311-3967; 0000-0002-5037-5017; 0000-0003-4915-0512; 0000-0003-3790-5834"
"628","Disparities in Text-to-Image Model Concept Possession Across Languages","","","","","2023","LLMs & NLP","","FAccT",""
"629","The Privacy-Bias Tradeoff: Data Minimization and Racial Disparity Assessments in U.S. Government","https://doi.org/10.1145/3593013.3594015","Jennifer King; Daniel E. Ho; Arushi Gupta; Victor Wu; Helen Webley-Brown","USA; USA; USA; USA; USA","Stanford University; Stanford University; Stanford University; Stanford University; Massachusetts Institute of Technology","2023","General Fairness & Bias Mitigation","","FAccT","0000-0002-3350-629X; 0000-0002-2195-5469; ; 0000-0003-4548-9826; 0009-0003-3614-9851"
"630","On The Impact of Machine Learning Randomness on Group Fairness","https://doi.org/10.1145/3593013.3594116","Prakhar Ganesh; Hongyan Chang; Martin Strobel; Reza Shokri","Singapore; Singapore; Singapore; Singapore","National University of Singapore; National University of Singapore; National University of Singapore; National University of Singapore","2023","General Fairness & Bias Mitigation","","FAccT","0000-0001-8695-4128; 0000-0002-0569-0173; 0000-0003-4692-1035; 0000-0001-9816-0173"
"631","The Dataset Multiplicity Problem: How Unreliable Data Impacts Predictions","https://doi.org/10.1145/3593013.3593988","Anna P. Meyer; Aws Albarghouthi; Loris D’Antoni","USA; USA; USA","University of Wisconsin–Madison; University of Wisconsin–Madison; University of Wisconsin–Madison","2023","General Fairness & Bias Mitigation","","FAccT","0009-0008-9763-5585; 0000-0003-4577-175X; 0000-0001-9625-4037"
"632","Runtime Monitoring of Dynamic Fairness Properties","https://doi.org/10.1145/3593013.3594028","Thomas A. Henzinger; Mahyar Karimi; Konstantin Kueffner; Kaushik Mallik","Austria; Austria; Austria; Austria","Institute of Science and Technology Austria; Institute of Science and Technology Austria; Institute of Science and Technology Austria; Institute of Science and Technology Austria","2023","General Fairness & Bias Mitigation","","FAccT","0000-0002-2985-7724; 0009-0005-0820-1696; 0000-0001-8974-2542; 0000-0001-9864-7475"
"633","Representation Online Matters: Practical End-to-End Diversification in Search and Recommender Systems","https://doi.org/10.1145/3593013.3594112","Pedro Silva; Bhawna Juneja; Sudarshan Desai; Ashudeep Singh; Nadia Fawaz","","; ; ; ; ","2023","Recommender Systems","","FAccT","0000-0002-9569-293X; 0009-0001-4688-1435; 0009-0006-2948-6309; 0009-0004-7027-1305; 0009-0002-3846-5156"
"634","The Progression of Disparities within the Criminal Justice System: Differential Enforcement and Risk Assessment Instruments","https://doi.org/10.1145/3593013.3594099","Miri Zilka; Riccardo Fogliato; Jiri Hron; Bradley Butcher; Carolyn Ashurst; Adrian Weller","United Kingdom; USA; United Kingdom; United Kingdom; United Kingdom; United Kingdom","University of Cambridge; Carnegie Mellon University; University of Cambridge; University of Sussex; The Alan Turing Institute; University of Cambridge","2023","General Fairness & Bias Mitigation","","FAccT","0000-0001-9640-8139; 0000-0002-8636-9639; 0009-0001-3456-7588; 0000-0002-4711-7826; 0009-0007-4214-4554; 0000-0003-1915-7158"
"635","Algorithmic Reproductive Justice","https://doi.org/10.1145/3630106.3658903","Jasmine Fledderjohann; Bran Knowles; Esmorie Miller","United Kingdom; United Kingdom; United Kingdom","Lancaster University; Lancaster University; Lancaster University","2024","General Fairness & Bias Mitigation","","FAccT","0000-0003-4952-7658; 0000-0002-2554-1896; 0000-0003-2321-1049"
"636","Failing Our Youngest: On the Biases, Pitfalls, and Risks in a Decision Support Algorithm Used for Child Protection","https://doi.org/10.1145/3630106.3658906","Therese Moreau; Roberta Sinatra; Vedran Sekara","Denmark; Italy; Denmark","IT University of Copenhagen; Institute for Scientific Interchange; IT University of Copenhagen","2024","General Fairness & Bias Mitigation","","FAccT","0009-0003-6724-7761; 0000-0002-7558-1028; 0000-0003-4490-3757"
"637","Misgendered During Moderation: How Transgender Bodies Make Visible Cisnormative Content Moderation Policies and Enforcement","https://doi.org/10.1145/3630106.3658907","Samuel Mayworm; Kendra Albert; Oliver L. Haimson","USA; USA; USA","University of Michigan; Harvard University Press; University of Michigan","2024","General Fairness & Bias Mitigation","","FAccT","0009-0008-8394-7991; 0000-0001-9818-4087; 0000-0001-6552-4540"
"638","A Structured Regression Approach for Evaluating Model Performance Across Intersectional Subgroups","https://doi.org/10.1145/3630106.3658908","Christine Herlihy; Kimberly A. Truong; Alexandra Chouldechova; Miroslav Dudı́k","USA; USA; USA","; Oregon State University; Microsoft (United States); Microsoft (United States)","2024","General Fairness & Bias Mitigation","","FAccT","0000-0001-7405-603X; 0000-0002-3119-8270; 0000-0002-2337-9610; 0009-0001-8565-0621"
"639","Not My Voice! A Taxonomy of Ethical and Safety Harms of Speech Generators","https://doi.org/10.1145/3630106.3658911","Wiebke Hutiri; Orestis Papakyriakopoulos; Alice Xiang","Germany; USA","; Technical University of Munich; Sony Corporation (United States)","2024","LLMs & NLP","","FAccT","0000-0002-9657-9509; 0000-0003-4680-0022; 0000-0001-7907-9353"
"640","Operationalizing the Search for Less Discriminatory Alternatives in Fair Lending","https://doi.org/10.1145/3630106.3658912","Talia B. Gillis; Vitaly Meursault; Berk Ustun","USA; USA","Columbia University; Federal Reserve Bank of Philadelphia; ","2024","General Fairness & Bias Mitigation","","FAccT","0000-0001-8084-5158; 0000-0001-8673-6294; 0000-0001-5188-3155"
"641","Adversarial Nibbler: An Open Red-Teaming Method for Identifying Diverse Harms in Text-to-Image Generation","https://doi.org/10.1145/3630106.3658913","Jessica Quaye; Alicia Parrish; Oana Inel; Charvi Rastogi; Hannah Rose Kirk; Minsuk Kahng; Erin van Liemt; Max Bartolo; Jess Tsang; Justin P. White; Nathan Clement; Rafael Mosquera; Juan Ciro; Vijay Janapa Reddi; Lora Aroyo","USA; USA; Switzerland; USA; United Kingdom; USA; USA; United Kingdom; USA; USA; United Kingdom; USA; USA","Harvard University Press; Google (United States); University of Zurich; Google (United States); University of Oxford; Google (United States); Google (United States); University College London; Google (United States); Google (United States); Google (United Kingdom); ; ; Harvard University Press; Google (United States)","2024","LLMs & NLP","","FAccT","0009-0004-3838-7498; 0000-0002-1054-0516; 0000-0003-4691-6586; 0000-0003-0820-4115; 0000-0002-7419-5993; 0000-0002-0291-6026; 0009-0002-2016-200X; 0009-0007-3301-7895; 0009-0004-9094-7181; ; 0000-0002-7533-625X; 0009-0009-0812-6330; 0009-0000-4179-3076; 0000-0002-5259-7721; 0000-0001-9402-1133"
"642","Benchmarking the Fairness of Image Upsampling Methods","https://doi.org/10.1145/3630106.3658921","Mike Laszkiewicz; Imant Daunhawer; Julia E. Vogt; Asja Fischer; Johannes Lederer","Germany; Switzerland; Switzerland; Germany; Germany","Ruhr University Bochum; ETH Zurich; ETH Zurich; Ruhr University Bochum; Universität Hamburg","2024","General Fairness & Bias Mitigation","","FAccT","0009-0002-6741-2432; 0000-0002-5775-2137; 0000-0002-6004-7770; 0000-0002-1916-7033; 0000-0002-5369-3053"
"643","Analyzing the Relationship Between Difference and Ratio-Based Fairness Metrics","https://doi.org/10.1145/3630106.3658922","Min-Hsuan Yeh; Blossom Metevier; Austin Hoag; Philip S. Thomas","USA; USA","; University of Massachusetts Boston; ; University of Massachusetts Boston","2024","General Fairness & Bias Mitigation","","FAccT","0009-0001-4945-712X; 0009-0002-2793-3831; 0000-0001-8989-2567; 0000-0002-9904-1800"
"644","Tackling Language Modelling Bias in Support of Linguistic Diversity","https://doi.org/10.1145/3630106.3658925","Gábor Bella; Paula Helm; Gertraud Koch; Fausto Giunchiglia","France; Netherlands; Germany; Italy","Centre National de la Recherche Scientifique; University of Amsterdam; Universität Hamburg; University of Trento","2024","LLMs & NLP","","FAccT","0000-0002-3868-1740; 0000-0002-2719-9721; 0000-0002-2457-3335; 0000-0002-5903-6150"
"645","Diversity of What? On the Different Conceptualizations of Diversity in Recommender Systems","https://doi.org/10.1145/3630106.3658926","Sanne Vrijenhoek; Savvina Daniil; Jorden Sandel; Laura Hollink","Netherlands; Netherlands; Netherlands; Netherlands","University of Amsterdam; Centrum Wiskunde & Informatica; University of Amsterdam; Centrum Wiskunde & Informatica","2024","Recommender Systems","","FAccT","0000-0002-1031-4746; 0000-0001-8888-2869; 0009-0008-3571-5125; 0000-0002-6865-0021"
"646","Towards Geographic Inclusion in the Evaluation of Text-to-Image Models","https://doi.org/10.1145/3630106.3658927","Melissa Hall; Samuel J. Bell; Candace Ross; Adina Williams; Michal Drozdzal; Adriana Romero","Canada","; ; ; ; ; McGill University","2024","LLMs & NLP","","FAccT","0009-0009-0509-1654; 0000-0002-9437-5449; ; 0000-0001-5281-3343; 0000-0002-0661-6338; 0000-0003-3604-6281"
"647","Algorithmic Fairness in Performative Policy Learning: Escaping the Impossibility of Group Fairness","https://doi.org/10.1145/3630106.3658929","Seamus Somerstep; Ya’acov Ritov; Yuekai Sun","USA; USA; USA","University of Michigan; University of Michigan; University of Michigan","2024","General Fairness & Bias Mitigation","","FAccT","0009-0003-9290-0849; 0000-0002-6046-8479; 0009-0004-5657-2283"
"648","Lazy Data Practices Harm Fairness Research","https://doi.org/10.1145/3630106.3658931","Jan Simson; Alessandro Fabris; Christoph Kern","Germany","Munich Center for Machine Learning; Max Planck Institute for Security and Privacy; Munich Center for Machine Learning","2024","General Fairness & Bias Mitigation","","FAccT","; 0000-0001-6108-9940; 0000-0001-7363-4299"
